,Date,Open,High,Low,Close,Crypto
1401,2019-04-13,5053.0,5129.0,5053.0,5094.0,BTC
1402,2019-04-13,163.84,166.19,162.46,163.03,ETH
1403,2019-04-13,78.45,81.56,76.41,77.67,LTC
1404,2019-04-14,5094.0,5120.0,5037.0,5102.0,BTC
1405,2019-04-14,163.03,165.04,161.68,164.65,ETH
1406,2019-04-14,77.77,79.45,76.5,78.66,LTC
1407,2019-04-15,5102.0,5198.0,4965.0,5031.0,BTC
1408,2019-04-15,164.65,169.52,155.62,160.14,ETH
1409,2019-04-15,78.66,84.54,75.17,77.44,LTC
1410,2019-04-16,5031.0,5232.0,5016.0,5195.0,BTC
1411,2019-04-16,160.1,167.74,159.48,165.69,ETH
1412,2019-04-16,77.44,81.74,77.13,80.83,LTC
1413,2019-04-17,5197.0,5274.0,5191.0,5235.0,BTC
1414,2019-04-17,165.68,168.26,164.17,166.6,ETH
1415,2019-04-17,80.83,82.0,78.7,79.69,LTC
1416,2019-04-18,5234.0,5320.0,5219.0,5314.0,BTC
1417,2019-04-18,166.61,176.0,165.5,175.8,ETH
1418,2019-04-18,79.69,83.98,78.89,83.4,LTC
1419,2019-04-19,5314.0,5356.0,5211.0,5276.0,BTC
1420,2019-04-19,175.78,175.79,169.58,172.61,ETH
1421,2019-04-19,83.4,83.53,80.15,81.93,LTC
1422,2019-04-20,5276.0,5370.0,5263.0,5326.0,BTC
1423,2019-04-20,172.61,177.66,171.8,172.99,ETH
1424,2019-04-20,81.93,82.9,80.49,81.03,LTC
1425,2019-04-21,5326.0,5349.0,5238.0,5253.0,BTC
1426,2019-04-21,172.99,174.23,166.47,168.33,ETH
1427,2019-04-21,81.03,82.07,73.52,75.96,LTC
1428,2019-04-22,5253.0,5437.0,5247.0,5381.0,BTC
1429,2019-04-22,168.07,173.52,168.0,171.81,ETH
1430,2019-04-22,75.95,78.26,75.54,77.26,LTC
1431,2019-04-23,5381.0,5622.0,5372.0,5587.0,BTC
1432,2019-04-23,171.75,176.92,170.44,172.62,ETH
1433,2019-04-23,77.26,79.67,76.31,77.01,LTC
1434,2019-04-24,5587.0,5632.0,5390.0,5449.0,BTC
1435,2019-04-24,172.49,173.05,160.22,164.45,ETH
1436,2019-04-24,77.12,77.12,70.63,72.62,LTC
1437,2019-04-25,5449.0,5525.0,5384.0,5508.0,BTC
1438,2019-04-25,164.49,166.71,161.88,164.99,ETH
1439,2019-04-25,72.66,74.66,72.1,73.96,LTC
1440,2019-04-26,5508.0,5512.0,5034.0,5189.0,BTC
1441,2019-04-26,164.99,165.17,146.93,151.15,ETH
1442,2019-04-26,73.96,74.08,68.8,70.63,LTC
1443,2019-04-27,5189.0,5294.0,5188.0,5280.0,BTC
1444,2019-04-27,151.15,158.26,151.1,157.26,ETH
1445,2019-04-27,70.65,71.89,70.49,71.0,LTC
1446,2019-04-28,5281.0,5320.0,5226.0,5238.0,BTC
1447,2019-04-28,157.26,157.74,152.73,153.74,ETH
1448,2019-04-28,71.0,71.06,67.25,67.45,LTC
1449,2019-04-29,5237.0,5295.0,5182.0,5240.0,BTC
1450,2019-04-29,153.62,154.72,149.62,151.95,ETH
1451,2019-04-29,67.45,68.33,65.22,66.17,LTC
1452,2019-04-30,5240.0,5389.0,5209.0,5351.0,BTC
1453,2019-04-30,151.96,158.76,151.12,156.45,ETH
1454,2019-04-30,66.17,72.64,65.52,72.28,LTC
1455,2019-05-01,5351.0,5444.0,5351.0,5410.0,BTC
1456,2019-05-01,156.29,163.0,156.29,157.7,ETH
1457,2019-05-01,72.31,74.76,71.2,71.81,LTC
1458,2019-05-02,5409.0,5539.0,5394.0,5520.0,BTC
1459,2019-05-02,157.82,159.8,156.25,159.03,ETH
1460,2019-05-02,71.81,73.39,71.36,72.17,LTC
1461,2019-05-03,5520.0,5909.0,5483.0,5809.0,BTC
1462,2019-05-03,159.07,169.0,157.94,166.01,ETH
1463,2019-05-03,72.17,79.49,71.92,78.19,LTC
1464,2019-05-04,5810.0,5925.0,5643.0,5786.0,BTC
1465,2019-05-04,166.02,168.64,158.62,161.39,ETH
1466,2019-05-04,78.09,81.31,73.94,76.52,LTC
1467,2019-05-05,5798.0,5932.0,5749.0,5860.0,BTC
1468,2019-05-05,162.09,163.91,157.36,162.91,ETH
1469,2019-05-05,76.55,77.92,74.59,76.26,LTC
1470,2019-05-06,5860.0,5880.0,5684.0,5809.0,BTC
1471,2019-05-06,163.15,175.6,157.81,173.3,ETH
1472,2019-05-06,76.26,76.35,71.05,74.9,LTC
1473,2019-05-07,5809.0,6065.0,5793.0,5965.0,BTC
1474,2019-05-07,173.3,180.56,168.73,170.45,ETH
1475,2019-05-07,74.84,77.72,72.79,74.47,LTC
1476,2019-05-08,5959.0,6015.0,5788.0,5989.0,BTC
1477,2019-05-08,170.25,173.36,163.78,168.39,ETH
1478,2019-05-08,74.47,75.57,71.98,73.59,LTC
1479,2019-05-09,5989.0,6170.0,5964.0,6131.0,BTC
1480,2019-05-09,168.39,173.07,165.39,168.16,ETH
1481,2019-05-09,73.59,75.43,72.3,72.83,LTC
1482,2019-05-10,6132.0,6455.0,6131.0,6325.0,BTC
1483,2019-05-10,168.03,176.24,167.62,171.62,ETH
1484,2019-05-10,72.98,79.16,72.44,76.83,LTC
1485,2019-05-11,6132.0,6455.0,6131.0,6325.0,BTC
1486,2019-05-11,168.03,176.24,167.62,171.62,ETH
1487,2019-05-11,72.98,79.16,72.44,76.83,LTC
1488,2019-05-12,7185.0,7535.0,6805.0,7163.0,BTC
1489,2019-05-12,200.51,206.01,182.87,190.22,ETH
1490,2019-05-12,93.02,95.95,83.46,86.74,LTC
1491,2019-05-13,7162.0,7919.0,6877.0,7832.0,BTC
1492,2019-05-13,190.28,206.26,185.47,200.91,ETH
1493,2019-05-13,86.74,92.85,83.94,89.43,LTC
1494,2019-05-14,7844.0,8278.0,7638.0,7709.0,BTC
1495,2019-05-14,200.91,215.0,192.13,204.68,ETH
1496,2019-05-14,89.48,93.72,86.33,87.78,LTC
1497,2019-05-15,7722.0,8243.0,7639.0,8152.0,BTC
1498,2019-05-15,204.49,244.64,203.18,239.35,ETH
1499,2019-05-15,87.81,104.29,87.69,100.56,LTC
1500,2019-05-16,8152.0,8354.0,7747.0,7749.0,BTC
1501,2019-05-16,239.19,279.18,236.73,255.19,ETH
1502,2019-05-16,100.71,107.34,90.88,93.0,LTC
1503,2019-05-17,7749.0,7948.0,6689.0,7131.0,BTC
1504,2019-05-17,254.71,273.17,224.05,233.5,ETH
1505,2019-05-17,92.55,97.34,84.36,86.83,LTC
1506,2019-05-18,7129.0,7491.0,7129.0,7293.0,BTC
1507,2019-05-18,233.5,248.3,231.56,236.34,ETH
1508,2019-05-18,86.83,90.49,85.36,87.08,LTC
1509,2019-05-19,7294.0,8129.0,7247.0,8023.0,BTC
1510,2019-05-19,236.34,260.99,232.8,257.42,ETH
1511,2019-05-19,87.23,95.95,86.37,94.69,LTC
1512,2019-05-20,8025.0,8283.0,7591.0,7984.0,BTC
1513,2019-05-20,257.52,264.79,239.67,254.54,ETH
1514,2019-05-20,94.67,97.2,87.58,92.68,LTC
1515,2019-05-21,7984.0,8110.0,7823.0,8076.0,BTC
1516,2019-05-21,255.73,263.5,247.81,262.98,ETH
1517,2019-05-21,92.56,93.31,89.43,92.73,LTC
1518,2019-05-22,8076.0,8102.0,7712.0,7834.0,BTC
1519,2019-05-22,263.0,264.33,242.49,247.81,ETH
1520,2019-05-22,92.73,92.9,85.77,89.42,LTC
1521,2019-05-23,7834.0,7864.0,7496.0,7854.0,BTC
1522,2019-05-23,247.86,248.14,231.4,244.69,ETH
1523,2019-05-23,89.42,89.42,84.91,88.51,LTC
1524,2019-05-24,7869.0,8170.0,7800.0,8106.0,BTC
1525,2019-05-24,244.75,256.01,242.44,253.88,ETH
1526,2019-05-24,88.51,103.92,88.27,103.11,LTC
1527,2019-05-25,8110.0,8147.0,7950.0,8035.0,BTC
1528,2019-05-25,254.0,258.92,246.85,250.34,ETH
1529,2019-05-25,103.11,104.98,98.67,101.19,LTC
1530,2019-05-26,8035.0,8762.0,7891.0,8622.0,BTC
1531,2019-05-26,250.34,269.24,246.27,264.82,ETH
1532,2019-05-26,101.19,108.84,99.54,108.6,LTC
1533,2019-05-27,8622.0,8938.0,8552.0,8752.0,BTC
1534,2019-05-27,264.98,279.18,263.6,267.4,ETH
1535,2019-05-27,108.28,121.93,108.28,114.32,LTC
1536,2019-05-28,8756.0,8849.0,8579.0,8701.0,BTC
1537,2019-05-28,267.49,276.49,265.32,272.2,ETH
1538,2019-05-28,114.32,119.3,111.62,115.12,LTC
1539,2019-05-29,8701.0,8767.0,8468.0,8656.0,BTC
1540,2019-05-29,272.2,274.27,261.23,269.75,ETH
1541,2019-05-29,115.11,118.14,108.91,116.31,LTC
1542,2019-05-30,8655.0,9090.0,8413.0,8455.0,BTC
1543,2019-05-30,269.81,288.76,260.99,263.24,ETH
1544,2019-05-30,116.26,120.4,108.78,110.81,LTC
1545,2019-05-31,8455.0,8508.0,8047.0,8501.0,BTC
1546,2019-05-31,263.42,264.94,240.08,261.56,ETH
1547,2019-05-31,110.98,111.71,102.38,111.09,LTC
1548,2019-06-01,8501.0,8621.0,8458.0,8539.0,BTC
1549,2019-06-01,261.88,274.51,260.66,265.12,ETH
1550,2019-06-01,111.41,115.9,111.06,112.38,LTC
1551,2019-06-02,8542.0,8822.0,8530.0,8681.0,BTC
1552,2019-06-02,265.54,273.84,263.1,267.4,ETH
1553,2019-06-02,112.38,116.72,111.64,113.43,LTC
1554,2019-06-03,8687.0,8751.0,8340.0,8550.0,BTC
1555,2019-06-03,267.4,270.68,255.32,261.26,ETH
1556,2019-06-03,113.43,116.01,109.23,111.53,LTC
1557,2019-06-04,8549.0,8553.0,7557.0,7663.0,BTC
1558,2019-06-04,261.25,261.25,233.61,239.68,ETH
1559,2019-06-04,111.53,111.85,98.09,101.0,LTC
1560,2019-06-05,7663.0,7914.0,7470.0,7747.0,BTC
1561,2019-06-05,239.53,248.49,233.82,243.86,ETH
1562,2019-06-05,101.0,105.2,98.17,102.36,LTC
1563,2019-06-06,7747.0,7870.0,7478.0,7692.0,BTC
1564,2019-06-06,243.86,247.83,235.74,241.2,ETH
1565,2019-06-06,102.36,105.56,101.48,104.97,LTC
1566,2019-06-07,7692.0,8124.0,7688.0,7920.0,BTC
1567,2019-06-07,241.24,254.11,241.17,247.98,ETH
1568,2019-06-07,104.97,121.22,104.97,114.67,LTC
1569,2019-06-08,7897.0,8064.0,7806.0,7875.0,BTC
1570,2019-06-08,247.74,252.06,241.7,243.65,ETH
1571,2019-06-08,114.66,119.14,114.19,117.84,LTC
1572,2019-06-09,7875.0,7966.0,7620.0,7721.0,BTC
1573,2019-06-09,243.64,245.41,229.0,231.75,ETH
1574,2019-06-09,118.19,119.98,112.02,115.15,LTC
1575,2019-06-10,7721.0,8059.0,7515.0,7945.0,BTC
1576,2019-06-10,231.29,246.77,226.86,244.19,ETH
1577,2019-06-10,114.91,129.11,111.84,125.45,LTC
1578,2019-06-11,7945.0,8052.0,7735.0,7924.0,BTC
1579,2019-06-11,244.19,248.9,237.62,244.72,ETH
1580,2019-06-11,125.51,138.82,124.55,137.85,LTC
1581,2019-06-12,7924.0,8256.0,7829.0,8113.0,BTC
1582,2019-06-12,244.6,260.59,243.34,255.64,ETH
1583,2019-06-12,137.99,144.13,131.05,134.0,LTC
1584,2019-06-13,8119.0,8287.0,8076.0,8267.0,BTC
1585,2019-06-13,255.64,264.42,255.64,258.99,ETH
1586,2019-06-13,133.98,136.97,128.38,131.71,LTC
1587,2019-06-14,8263.0,8461.0,8184.0,8449.0,BTC
1588,2019-06-14,258.99,262.0,252.27,258.24,ETH
1589,2019-06-14,131.73,133.0,126.0,129.8,LTC
1590,2019-06-15,8449.0,8889.0,8449.0,8800.0,BTC
1591,2019-06-15,258.25,273.78,258.0,269.54,ETH
1592,2019-06-15,129.8,140.0,129.69,137.41,LTC
1593,2019-06-16,8800.0,9386.0,8780.0,8942.0,BTC
1594,2019-06-16,269.59,278.8,263.35,266.38,ETH
1595,2019-06-16,137.41,138.9,133.9,135.63,LTC
1596,2019-06-17,8944.0,9403.0,8937.0,9287.0,BTC
1597,2019-06-17,266.38,275.74,265.76,273.0,ETH
1598,2019-06-17,135.99,137.52,132.32,133.9,LTC
1599,2019-06-18,9283.0,9463.0,8949.0,9135.0,BTC
1600,2019-06-18,272.62,275.49,262.01,263.84,ETH
1601,2019-06-18,133.88,136.71,128.85,134.17,LTC
1602,2019-06-19,9132.0,9214.0,8962.0,9174.0,BTC
1603,2019-06-19,263.84,270.0,261.22,267.9,ETH
1604,2019-06-19,134.17,139.77,132.42,138.75,LTC
1605,2019-06-20,9174.0,9604.0,9150.0,9566.0,BTC
1606,2019-06-20,268.06,274.11,266.51,272.49,ETH
1607,2019-06-20,138.75,139.39,133.49,136.12,LTC
1608,2019-06-21,9566.0,9941.0,9491.0,9941.0,BTC
1609,2019-06-21,272.62,295.55,271.14,294.0,ETH
1610,2019-06-21,136.01,141.32,134.8,137.59,LTC
1611,2019-06-22,9938.0,11195.0,9871.0,10646.0,BTC
1612,2019-06-22,293.94,314.56,290.7,305.29,ETH
1613,2019-06-22,137.59,145.5,136.4,141.64,LTC
1614,2019-06-23,10642.0,11122.0,10401.0,11081.0,BTC
1615,2019-06-23,305.24,315.87,299.75,313.4,ETH
1616,2019-06-23,141.64,142.03,138.96,139.28,LTC
1617,2019-06-24,11063.0,11283.0,10565.0,10878.0,BTC
1618,2019-06-24,313.71,317.77,295.19,305.9,ETH
1619,2019-06-24,139.15,139.85,132.0,132.71,LTC
1620,2019-06-25,10878.0,11482.0,10868.0,11380.0,BTC
1621,2019-06-25,305.87,314.62,305.87,308.74,ETH
1622,2019-06-25,132.71,136.84,129.16,132.28,LTC
1623,2019-06-26,11380.0,13814.0,11372.0,12796.0,BTC
1624,2019-06-26,308.67,362.89,308.5,338.28,ETH
1625,2019-06-26,132.28,138.37,127.53,130.22,LTC
1626,2019-06-27,12740.0,13297.0,10333.0,10680.0,BTC
1627,2019-06-27,338.3,343.25,274.56,288.28,ETH
1628,2019-06-27,130.39,132.0,109.9,112.41,LTC
1629,2019-06-28,10680.0,12382.0,10500.0,12216.0,BTC
1630,2019-06-28,289.13,312.34,282.91,306.77,ETH
1631,2019-06-28,112.41,121.75,111.51,119.5,LTC
1632,2019-06-29,12205.0,12426.0,11386.0,12162.0,BTC
1633,2019-06-29,306.77,314.31,291.68,312.5,ETH
1634,2019-06-29,119.5,135.99,115.12,133.5,LTC
1635,2019-06-30,12162.0,12208.0,10861.0,11413.0,BTC
1636,2019-06-30,312.62,323.5,288.26,303.5,ETH
1637,2019-06-30,133.44,136.63,124.8,130.16,LTC
1638,2019-07-01,11413.0,11425.0,10018.0,10495.0,BTC
1639,2019-07-01,303.38,303.38,278.97,288.27,ETH
1640,2019-07-01,130.16,130.47,113.68,118.77,LTC
1641,2019-07-02,10479.0,10927.0,9682.0,10775.0,BTC
1642,2019-07-02,288.73,295.99,271.6,288.44,ETH
1643,2019-07-02,119.4,123.62,112.21,117.26,LTC
1644,2019-07-03,10730.0,11570.0,10638.0,11380.0,BTC
1645,2019-07-03,287.5,301.01,285.42,294.07,ETH
1646,2019-07-03,117.26,122.98,116.07,118.25,LTC
1647,2019-07-04,11380.0,12057.0,11315.0,11732.0,BTC
1648,2019-07-04,293.71,303.62,291.91,293.0,ETH
1649,2019-07-04,118.24,127.21,118.09,123.12,LTC
1650,2019-07-05,11722.0,11747.0,10801.0,11046.0,BTC
1651,2019-07-05,293.0,294.99,280.62,286.62,ETH
1652,2019-07-05,123.12,123.69,116.92,118.72,LTC
1653,2019-07-06,11046.0,11715.0,10850.0,11478.0,BTC
1654,2019-07-06,286.86,297.62,286.37,292.37,ETH
1655,2019-07-06,118.72,122.0,117.93,119.86,LTC
1656,2019-07-07,11472.0,11616.0,11068.0,11513.0,BTC
1657,2019-07-07,292.59,310.19,284.62,305.95,ETH
1658,2019-07-07,119.38,121.0,117.26,119.59,LTC
1659,2019-07-08,11513.0,12280.0,11353.0,12212.0,BTC
1660,2019-07-08,306.74,312.8,302.56,310.45,ETH
1661,2019-07-08,119.68,121.49,118.47,121.33,LTC
1662,2019-07-09,12212.0,12815.0,12125.0,12388.0,BTC
1663,2019-07-09,310.52,318.42,303.1,304.73,ETH
1664,2019-07-09,121.25,125.16,117.94,118.4,LTC
1665,2019-07-10,12388.0,13181.0,11689.0,11805.0,BTC
1666,2019-07-10,304.57,314.63,283.01,287.86,ETH
1667,2019-07-10,118.4,120.42,102.81,107.05,LTC
1668,2019-07-11,11777.0,12185.0,10999.0,11162.0,BTC
1669,2019-07-11,287.47,289.96,263.0,266.01,ETH
1670,2019-07-11,107.05,108.36,95.18,101.89,LTC
1671,2019-07-12,11162.0,11908.0,11080.0,11888.0,BTC
1672,2019-07-12,266.31,279.02,264.92,276.98,ETH
1673,2019-07-12,101.9,106.51,100.78,105.2,LTC
1674,2019-07-13,11901.0,11919.0,10856.0,10908.0,BTC
1675,2019-07-13,276.97,277.48,263.47,264.58,ETH
1676,2019-07-13,105.2,105.54,98.0,98.7,LTC
1677,2019-07-14,10908.0,11437.0,10322.0,10647.0,BTC
1678,2019-07-14,264.59,270.0,230.6,237.6,ETH
1679,2019-07-14,98.52,102.02,88.12,90.69,LTC
1680,2019-07-15,10639.0,10937.0,9906.0,10805.0,BTC
1681,2019-07-15,236.96,237.11,212.65,231.14,ETH
1682,2019-07-15,90.69,92.86,85.14,91.02,LTC
1683,2019-07-16,10805.0,11051.0,9514.0,9597.0,BTC
1684,2019-07-16,231.5,234.57,191.14,203.4,ETH
1685,2019-07-16,91.13,92.2,76.5,79.83,LTC
1686,2019-07-17,9591.0,9964.0,9083.0,9692.0,BTC
1687,2019-07-17,203.2,219.51,192.73,213.0,ETH
1688,2019-07-17,79.99,94.86,77.13,91.05,LTC
1689,2019-07-18,9692.0,10733.0,9300.0,10609.0,BTC
1690,2019-07-18,213.0,228.56,206.82,225.24,ETH
1691,2019-07-18,90.82,103.47,87.29,100.34,LTC
1692,2019-07-19,10613.0,10766.0,10166.0,10509.0,BTC
1693,2019-07-19,225.2,230.09,214.7,220.75,ETH
1694,2019-07-19,100.34,103.07,95.31,97.51,LTC
1695,2019-07-20,10519.0,10989.0,10411.0,10929.0,BTC
1696,2019-07-20,220.69,235.73,219.5,232.51,ETH
1697,2019-07-20,97.51,106.0,97.46,103.34,LTC
1698,2019-07-21,10933.0,11082.0,10335.0,10509.0,BTC
1699,2019-07-21,232.54,234.73,217.94,223.08,ETH
1700,2019-07-21,103.34,104.5,96.51,98.49,LTC
1701,2019-07-22,10504.0,10664.0,10076.0,10323.0,BTC
1702,2019-07-22,223.28,228.04,211.92,218.17,ETH
1703,2019-07-22,98.36,100.82,91.35,95.01,LTC
1704,2019-07-23,10323.0,10382.0,9884.0,10163.0,BTC
1705,2019-07-23,218.23,218.95,208.79,217.62,ETH
1706,2019-07-23,95.01,95.48,88.54,93.61,LTC
1707,2019-07-24,10145.0,10145.0,9550.0,9685.0,BTC
1708,2019-07-24,217.93,217.99,202.61,215.2,ETH
1709,2019-07-24,93.38,96.99,86.91,93.66,LTC
1710,2019-07-25,9676.0,10183.0,9667.0,9873.0,BTC
1711,2019-07-25,215.59,225.44,214.5,218.59,ETH
1712,2019-07-25,93.66,96.48,92.09,92.51,LTC
1713,2019-07-26,9875.0,9940.0,9668.0,9839.0,BTC
1714,2019-07-26,218.41,220.62,212.81,218.96,ETH
1715,2019-07-26,92.96,94.52,90.33,94.26,LTC
1716,2019-07-27,9832.0,10183.0,9330.0,9449.0,BTC
1717,2019-07-27,218.23,224.01,202.91,207.78,ETH
1718,2019-07-27,93.98,96.28,86.49,88.22,LTC
1719,2019-07-28,9444.0,9556.0,9334.0,9512.0,BTC
1720,2019-07-28,207.91,211.41,206.07,207.8,ETH
1721,2019-07-28,88.22,90.11,87.86,89.15,LTC
1722,2019-07-29,9512.0,9705.0,9124.0,9517.0,BTC
1723,2019-07-29,207.59,214.8,198.62,211.67,ETH
1724,2019-07-29,89.02,92.03,83.73,90.84,LTC
1725,2019-07-30,9516.0,9726.0,9390.0,9533.0,BTC
1726,2019-07-30,211.67,215.1,204.9,209.22,ETH
1727,2019-07-30,90.77,92.6,88.61,90.26,LTC
1728,2019-07-31,9533.0,10091.0,9530.0,10033.0,BTC
1729,2019-07-31,209.12,217.99,208.73,215.35,ETH
1730,2019-07-31,90.26,99.5,89.89,98.5,LTC
1731,2019-08-01,10029.0,10478.0,9897.0,10414.0,BTC
1732,2019-08-01,215.35,219.02,211.26,217.62,ETH
1733,2019-08-01,98.5,100.72,95.79,98.89,LTC
1734,2019-08-02,10414.0,10662.0,10339.0,10393.0,BTC
1735,2019-08-02,217.68,222.68,215.15,215.94,ETH
1736,2019-08-02,98.89,99.44,92.91,93.83,LTC
1737,2019-08-03,10403.0,10916.0,10368.0,10881.0,BTC
1738,2019-08-03,215.93,224.34,215.02,222.12,ETH
1739,2019-08-03,93.68,96.55,93.0,94.74,LTC
1740,2019-08-04,10888.0,11031.0,10590.0,10943.0,BTC
1741,2019-08-04,222.19,223.36,217.43,221.5,ETH
1742,2019-08-04,94.74,94.8,90.49,92.67,LTC
1743,2019-08-05,10943.0,11944.0,10819.0,11722.0,BTC
1744,2019-08-05,221.6,236.49,220.18,232.0,ETH
1745,2019-08-05,92.67,105.72,91.96,97.52,LTC
1746,2019-08-06,11725.0,12307.0,11583.0,11650.0,BTC
1747,2019-08-06,231.96,239.32,225.24,225.89,ETH
1748,2019-08-06,97.52,99.01,91.31,92.61,LTC
1749,2019-08-07,11650.0,12127.0,11230.0,11866.0,BTC
1750,2019-08-07,225.89,230.94,220.64,224.33,ETH
1751,2019-08-07,92.66,94.33,87.55,89.69,LTC
1752,2019-08-08,11868.0,12040.0,11518.0,11616.0,BTC
1753,2019-08-08,224.23,226.84,215.23,217.58,ETH
1754,2019-08-08,89.53,92.0,87.86,88.61,LTC
1755,2019-08-09,11616.0,12072.0,11615.0,11879.0,BTC
1756,2019-08-09,217.58,221.39,206.86,209.16,ETH
1757,2019-08-09,88.6,90.44,82.74,84.5,LTC
1758,2019-08-10,11878.0,11977.0,11239.0,11321.0,BTC
1759,2019-08-10,209.16,214.7,201.55,206.95,ETH
1760,2019-08-10,84.5,87.09,82.31,86.31,LTC
1761,2019-08-11,11321.0,11468.0,11119.0,11411.0,BTC
1762,2019-08-11,206.72,215.98,205.12,215.11,ETH
1763,2019-08-11,86.46,91.24,84.75,90.64,LTC
1764,2019-08-12,11418.0,11563.0,11275.0,11428.0,BTC
1765,2019-08-12,215.14,216.55,209.98,212.11,ETH
1766,2019-08-12,90.74,90.74,85.37,85.88,LTC
1767,2019-08-13,11428.0,11442.0,10778.0,10898.0,BTC
1768,2019-08-13,212.0,212.12,204.1,207.31,ETH
1769,2019-08-13,85.88,86.22,83.07,84.06,LTC
1770,2019-08-14,10889.0,10901.0,10070.0,10177.0,BTC
1771,2019-08-14,207.31,209.9,182.73,188.2,ETH
1772,2019-08-14,84.06,85.82,75.16,76.91,LTC
1773,2019-08-15,10177.0,10398.0,9517.0,10374.0,BTC
1774,2019-08-15,188.2,190.0,174.21,186.9,ETH
1775,2019-08-15,76.91,77.78,71.0,76.39,LTC
1776,2019-08-16,10380.0,10549.0,9775.0,10398.0,BTC
1777,2019-08-16,187.22,189.45,178.0,185.25,ETH
1778,2019-08-16,76.34,77.12,72.41,75.4,LTC
1779,2019-08-17,10398.0,10487.0,10027.0,10074.0,BTC
1780,2019-08-17,185.25,187.68,182.13,182.9,ETH
1781,2019-08-17,75.26,75.92,71.7,72.18,LTC
1782,2019-08-18,10080.0,10511.0,10079.0,10370.0,BTC
1783,2019-08-18,182.9,197.99,182.68,195.42,ETH
1784,2019-08-18,72.18,77.95,71.51,77.37,LTC
1785,2019-08-19,10370.0,10836.0,10276.0,10677.0,BTC
1786,2019-08-19,195.42,202.7,193.15,198.31,ETH
1787,2019-08-19,77.37,78.83,75.69,75.77,LTC
1788,2019-08-20,10685.0,10957.0,10582.0,10707.0,BTC
1789,2019-08-20,198.31,203.54,194.76,195.8,ETH
1790,2019-08-20,75.77,77.29,73.52,75.0,LTC
1791,2019-08-21,10707.0,10849.0,9891.0,10162.0,BTC
1792,2019-08-21,196.62,198.58,180.41,185.67,ETH
1793,2019-08-21,75.0,75.98,70.1,73.77,LTC
1794,2019-08-22,10156.0,10230.0,9779.0,10186.0,BTC
1795,2019-08-22,185.55,194.93,182.81,192.62,ETH
1796,2019-08-22,73.77,74.55,70.95,73.8,LTC
1797,2019-08-23,10186.0,10460.0,10064.0,10357.0,BTC
1798,2019-08-23,192.23,196.6,188.74,192.59,ETH
1799,2019-08-23,73.79,76.03,72.53,74.86,LTC
1800,2019-08-24,10365.0,10454.0,9913.0,10105.0,BTC
1801,2019-08-24,192.93,195.0,186.57,189.53,ETH
1802,2019-08-24,75.0,75.7,71.86,73.4,LTC
1803,2019-08-25,10105.0,10329.0,9972.0,10003.0,BTC
1804,2019-08-25,189.48,192.41,183.62,184.45,ETH
1805,2019-08-25,73.4,74.93,70.93,71.4,LTC
1806,2019-08-26,10001.0,10645.0,9936.0,10268.0,BTC
1807,2019-08-26,184.45,194.28,183.31,186.44,ETH
1808,2019-08-26,71.4,75.41,70.83,73.08,LTC
1809,2019-08-27,10270.0,10400.0,10033.0,10144.0,BTC
1810,2019-08-27,186.44,188.99,184.57,186.7,ETH
1811,2019-08-27,73.09,73.84,72.1,72.45,LTC
1812,2019-08-28,10144.0,10281.0,9599.0,9673.0,BTC
1813,2019-08-28,186.7,188.03,166.23,171.46,ETH
1814,2019-08-28,72.53,72.8,64.76,66.23,LTC
1815,2019-08-29,9672.0,9752.0,9345.0,9530.0,BTC
1816,2019-08-29,171.6,173.9,163.89,169.67,ETH
1817,2019-08-29,66.23,67.06,62.24,64.23,LTC
1818,2019-08-30,9530.0,9687.0,9370.0,9638.0,BTC
1819,2019-08-30,169.67,170.34,165.73,169.23,ETH
1820,2019-08-30,64.23,65.57,62.19,65.28,LTC
1821,2019-08-31,9635.0,9656.0,9466.0,9505.0,BTC
1822,2019-08-31,169.22,169.51,165.93,166.54,ETH
1823,2019-08-31,65.28,65.33,62.43,62.76,LTC
1824,2019-09-01,9505.0,9689.0,9480.0,9641.0,BTC
1825,2019-09-01,166.54,174.9,166.49,170.31,ETH
1826,2019-09-01,62.56,66.8,62.56,66.4,LTC
1827,2019-09-02,9644.0,10460.0,9644.0,10407.0,BTC
1828,2019-09-02,170.31,181.32,170.31,180.07,ETH
1829,2019-09-02,66.45,67.94,65.26,67.72,LTC
1830,2019-09-03,10407.0,10768.0,10297.0,10713.0,BTC
1831,2019-09-03,179.88,183.09,175.31,181.45,ETH
1832,2019-09-03,67.72,69.74,66.71,69.43,LTC
1833,2019-09-04,10714.0,10825.0,10401.0,10631.0,BTC
1834,2019-09-04,181.45,181.45,175.13,176.5,ETH
1835,2019-09-04,69.43,70.92,66.69,67.51,LTC
1836,2019-09-05,10629.0,10696.0,10483.0,10523.0,BTC
1837,2019-09-05,176.5,177.4,170.7,172.0,ETH
1838,2019-09-05,67.46,67.8,64.32,64.65,LTC
1839,2019-09-06,10520.0,10933.0,10232.0,10357.0,BTC
1840,2019-09-06,172.2,178.4,166.94,168.74,ETH
1841,2019-09-06,64.68,68.14,64.58,65.18,LTC
1842,2019-09-07,10358.0,10564.0,10299.0,10522.0,BTC
1843,2019-09-07,168.68,180.89,168.19,179.15,ETH
1844,2019-09-07,65.18,70.42,64.75,69.45,LTC
1845,2019-09-08,10522.0,10593.0,10301.0,10366.0,BTC
1846,2019-09-08,179.16,184.27,176.53,180.14,ETH
